Text,Emotion,Sentiment
The park was slow and full of stains!!,Disappointment,Negative
I expected the laptop to be pathetic but it wasn't.,Joy,Positive
loved every minute,Joy,Positive
the event was ordinary,Ambivalence,Neutral
That was so privileged!,Joy,Positive
The headset I ordered was shipped from the local warehouse.,Neutral,Neutral
Feeling relaxed today.,Contentment,Positive
the tickets are available online and at the post office,Neutral,Neutral
The acting was so fine!,Ambivalence,Neutral
Absolutely the worst movie I can remember.,Disappointment,Negative
Update: the jacket exceeded my expectations.,Joy,Positive
Forever grateful to the whole team for all your help this year. 😍,Gratitude,Positive
"My heart is pounding, the car started skidding on the ice.",Fear,Negative
I'll be out of the office on Monday.,Neutral,Neutral
Can't believe how reliable the camera turned out.,Joy,Positive
I sent the contract to the marketing department.,Neutral,Neutral
Who is in charge of the post office?,Curiosity,Neutral
"Honestly, the soundtrack was pretty overhyped.",Disappointment,Negative
"Feeling isolated, talking to the walls again. #life",Loneliness,Negative
"I'm worried sick, I have to speak in front of two hundred people.",Fear,Negative
What a happy day. #weekend,Joy,Positive
My heart is so full when I'm with my mum.,Love,Positive
the city centre is full of bugs,Disappointment,Negative
"I feel sick, the kitchen was crawling with cockroaches.",Disgust,Negative
That was so revered!,Joy,Positive
"I can't stop crying, my dog died last night.",Sadness,Negative
It was rude.,Anger,Negative
Not first class: the pasta. 😢,Disappointment,Negative
"Terrible weekend, never again. 😞",Disappointment,Negative
What a pitiful day.,Disappointment,Negative
The view was spacious but the airport was abysmal.,Ambivalence,Neutral
He teaches biology at the university. #life,Neutral,Neutral
The update here is amazing.,Joy,Positive
The service was impolite.,Anger,Negative
i'm truly thankful because the doctor said i'm completely healthy,Gratitude,Positive
"Surprisingly, the update was not lousy at all!",Joy,Positive
The museum was really unremarkable.,Ambivalence,Neutral
My cat means the world to me.,Love,Positive
The book has ten chapters and an index.,Neutral,Neutral
Spending the holidays without anyone and nobody cares. 😡,Loneliness,Negative
the weekend was ordinary tbh,Ambivalence,Neutral
I left my umbrella at the bank!!,Neutral,Neutral
The teacher was a breath of fresh air. 😍,Joy,Positive
"Honestly, best day ever",Joy,Positive
"Honestly, the tour was pretty wonderful. #life",Joy,Positive
"The journey was very good, although the training was worthless.",Ambivalence,Neutral
"I can't believe it, the cashier was incredibly rude to my mother. Absolutely unacceptable!",Anger,Negative
I really hope the peace talks goes well.,Hope,Positive
where can i find the class?,Curiosity,Neutral
The clinic is open from nine to five on weekdays.,Neutral,Neutral
"Poor fit, it looks cheap and feels worse.",Disappointment,Negative
The flight was not abysmal at all.,Joy,Positive
The event was a complete disaster.,Disappointment,Negative
That was so beloved!,Love,Positive
Can you tell me where the nearest bank is?,Curiosity,Neutral
The journey is full of complaints.,Disappointment,Negative
"Honestly, pretty ambitious.",Joy,Positive
This novel was full of charm. ❤️,Joy,Positive
It is a large beach.,Neutral,Neutral
Quiet moment: sipping tea by the window. Life is good.,Contentment,Positive
"My heart is racing with excitement, I completed the coding bootcamp. #daily",Excitement,Positive
It was enlightening.,Joy,Positive
The acting is full of mistakes. #today,Disappointment,Negative
I found the concert to be horrible. 😢,Disappointment,Negative
The restaurant fell apart.,Disappointment,Negative
I found the dinner to be flavorful. 😍,Joy,Positive
The meeting is at lunchtime tomorrow.,Neutral,Neutral
Everything felt disabling.,Disappointment,Negative
i can't believe how excellent the sandwich was,Joy,Positive
"Feeling isolated, making plans that nobody joins.",Loneliness,Negative
The pasta will be reviewed next week.,Neutral,Neutral
The class was pure magic.,Joy,Positive
My game was lousy today.,Disappointment,Negative
The delivery driver was not worth it.,Disappointment,Negative
Feeling so sad today because I got the sad news this morning!!,Sadness,Negative
I signed up for a class on Monday.,Neutral,Neutral
The invoice was sent on Monday!!,Neutral,Neutral
"Just so you know, the temperature is around twenty degrees today.",Neutral,Neutral
This whole thing is just awful. #monday,Disappointment,Negative
"Calm and cozy today, doing a jigsaw puzzle by the lamp. 😍",Contentment,Positive
the waiter was great tbh,Joy,Positive
The battery was not buggy at all.,Joy,Positive
I have to book the tickets on Thursday.,Neutral,Neutral
"I can't stop crying, the shop we loved closed down. 👎",Sadness,Negative
I found the app to be awesome. 😊,Joy,Positive
"Honestly, the pizza was pretty wonderful.",Joy,Positive
can't believe how quick the cashier turned out,Joy,Positive
I'm going to the office after work.,Neutral,Neutral
"Not dreadful, not sturdy. The update was just okay.",Ambivalence,Neutral
"Thanks a lot, really appreciate it today",Gratitude,Positive
Everything felt exuberant.,Excitement,Positive
What time does the gym open on Sunday?,Curiosity,Neutral
"Stop treating customers like idiots, this is infuriating.",Anger,Negative
Love it!,Joy,Positive
My flight was fabulous today.,Joy,Positive
The keyboard here is confusing.,Disappointment,Negative
Can't believe how tasteless the salad turned out. #mood,Disappointment,Negative
the update was wonderful tbh,Joy,Positive
I can't thank my coach enough for all your help this year. 👍,Gratitude,Positive
I felt joyless today.,Disappointment,Negative
The journey made my day clunkier.,Disappointment,Negative
i love my boyfriend more than words can say,Love,Positive
This class made everything much nicer.,Joy,Positive
I feel sad today. 😤,Sadness,Negative
Is there a pool near the metro station?,Curiosity,Neutral
"I nearly vomited, I found mould in the fridge.",Disgust,Negative
Everything felt adorable. #monday,Love,Positive
yay! the doctor said i'm completely healthy,Joy,Positive
I can't thank the nurses enough for all your help this year.,Gratitude,Positive
Lunch at one?,Neutral,Neutral
Update: the backpack was shipped from the local warehouse.,Neutral,Neutral
"I'm so scared, the biopsy results come tomorrow. 😡",Fear,Negative
That was so sick!,Disappointment,Negative
Forever grateful to my sister for your patience.,Gratitude,Positive
Is there a cafe near the metro station?,Curiosity,Neutral
"It overheats constantly, total garbage.",Disappointment,Negative
I miss having someone to talk to. Sitting at a table for one.,Loneliness,Negative
"Watching the waves roll in, mind finally calm.",Contentment,Positive
do not bother with the park,Disappointment,Negative
the pizza was perfectly cooked tbh #news,Joy,Positive
The class starts at ten.,Neutral,Neutral
Bitterly disappointed: the project got cancelled after months of work.,Disappointment,Negative
it is a empty hotel room,Neutral,Neutral
I have mixed feelings about the promotion.,Ambivalence,Neutral
This cashier was full of delays.,Disappointment,Negative
The service was the worst part of my week.,Disappointment,Negative
i'll call my sister after breakfast,Neutral,Neutral
Can't believe how pathetic the soundtrack turned out. #thoughts,Anger,Negative
Grateful for your help!!,Gratitude,Positive
I'm heartbroken that I said goodbye to my childhood home.,Sadness,Negative
I thought the curry was absolutely unacceptable. #life,Anger,Negative
What a starving day.,Disappointment,Negative
"Feeling isolated, celebrating my birthday by myself.",Loneliness,Negative
I heard footsteps outside at midnight and I'm shaking with fear.,Fear,Negative
update: the water bottle is exactly what i needed,Joy,Positive
So let down today because my plans fell through again. #mood,Disappointment,Negative
Every day with my husband is a gift and I'm so in love. #thoughts,Love,Positive
Hoping and praying for the audition on Friday.,Hope,Positive
The dog next door growled at me and I'm shaking with fear.,Fear,Negative
"Wow, I found my lost wallet with everything inside! I'm buzzing! #thoughts",Excitement,Positive
every day with my aunt is a gift and i'm so in love,Love,Positive
"Honestly, pretty criminal!!",Disappointment,Negative
This whole thing is just comforted.,Contentment,Positive
So delighted about the wedding right now.,Joy,Positive
"Got the blender yesterday, it exceeded my expectations. ❤️",Joy,Positive
The kettle I ordered arrived on Tuesday.,Neutral,Neutral
My new vacuum cleaner stopped responding again.,Disappointment,Negative
This film made everything easier.,Joy,Positive
My new blender was a total scam.,Disappointment,Negative
The app includes iOS and file sharing.,Neutral,Neutral
I really hope the harvest this year goes well. #news,Hope,Positive
"got the mattress yesterday, it arrived on tuesday",Neutral,Neutral
He works in the research department.,Neutral,Neutral
They ignored my complaint for weeks and I'm fuming. 😞,Anger,Negative
Definitely undercooked: the ice cream. #update,Disgust,Negative
So blessed about the party right now.,Gratitude,Positive
The neighbourhood was really delightful. ❤️,Joy,Positive
"Enough is enough, the company denied my refund!",Anger,Negative
Not inspiring: the tour.,Disappointment,Negative
Praying that the move to a new city turns out fine.,Hope,Positive
The biopsy results come tomorrow and I'm shaking with fear.,Fear,Negative
Eating lunch by myself at my desk. I wish someone would call.,Loneliness,Negative
"Honestly, pretty rewarding. #thoughts",Joy,Positive
"So nervous, I heard footsteps outside at midnight.",Fear,Negative
"Honestly, the commute was pretty a mess.",Disappointment,Negative
Has anyone tried the app?,Curiosity,Neutral
"Honestly, wonderful news 🎉",Joy,Positive
Absolutely the worst trip I can remember.,Disappointment,Negative
The latest tour made things clunkier.,Disappointment,Negative
Honestly not great. 😞,Disappointment,Negative
"Honestly, pretty devastating.",Sadness,Negative
The training was stressful. #daily,Disappointment,Negative
"I'm frozen with dread, the flight is taking off soon and I hate flying.",Fear,Negative
nothing feels better than a hug from my niece,Love,Positive
Thrilled about the road trip with friends!,Excitement,Positive
Honestly the screen was not very crisp.,Disappointment,Negative
This manager made everything smoother.,Joy,Positive
Proud of our team for delivering the project on time against all odds.,Pride,Positive
the sushi made my day more enjoyable,Joy,Positive
"According to the schedule, the parking lot is behind the building.",Neutral,Neutral
The technician was neither great nor poor.,Ambivalence,Neutral
The delivery driver was destructive.,Disappointment,Negative
The airport looked busy.,Neutral,Neutral
The manager fell apart.,Disappointment,Negative
This whole thing is just crestfallen. #today,Sadness,Negative
it was meritorious,Joy,Positive
The soundtrack is full of flavour.,Joy,Positive
The mattress I ordered is better than I imagined. #weekend,Joy,Positive
Update: the blender is available in two sizes.,Neutral,Neutral
the training was awesome tbh,Joy,Positive
I bought this coffee machine last week and it is worth every penny.,Joy,Positive
"I feel sick, the chicken smelled off. 😢",Disgust,Negative
Do you know if the library is open on Saturday? #thoughts,Curiosity,Neutral
The software supports both voice search and iOS.,Neutral,Neutral
"It's hard not having anyone around, sitting in an empty apartment.",Loneliness,Negative
"The experience was well organized, although the commute was poor.",Ambivalence,Neutral
I expected the book to be very poor but it wasn't.,Joy,Positive
The tour was agreeable.,Joy,Positive
Everything feels empty since I heard she is very ill. #weekend,Sadness,Negative
The play is rectangular and full!!,Neutral,Neutral
"Torn between the two offers, both have pros and cons.",Ambivalence,Neutral
"Reading in the garden, completely satisfied.",Contentment,Positive
The album was slow and full of problems.,Disappointment,Negative
I felt vindicated today.,Joy,Positive
The match was exciting. #today,Joy,Positive
The post office is closed on Thursdays.,Neutral,Neutral
How dare they? The delivery guy threw the package over the fence!!!,Anger,Negative
"according to the schedule, the exhibition runs until the end of june",Neutral,Neutral
I have to book the tickets on Sunday!!,Neutral,Neutral
Can't express how proud I am that I got into my dream university.,Pride,Positive
They are discussing the draft in the finance meeting.,Neutral,Neutral
Simple pleasures: sipping tea by the window. I'm perfectly content. #thoughts,Contentment,Positive
"The manager was wonderful, although the cashier was frustrating!!",Ambivalence,Neutral
"Enough is enough, I was overcharged for the third time!",Anger,Negative
Do you know if the cafe is open on Sunday?,Curiosity,Neutral
"I'm worried sick, the car started skidding on the ice. 😞",Fear,Negative
I felt nasty today.,Disgust,Negative
"Honestly, terrible. #monday",Disappointment,Negative
Can't stop smiling because my manager praised my work.,Joy,Positive
the receptionist was full,Neutral,Neutral
I'm delighted about the audition.,Joy,Positive
The dinner was passionate.,Joy,Positive
The ending here is hilarious.,Joy,Positive
I'm furious that someone cut in line right in front of me!,Anger,Negative
"Not reliable at all, what a shame.",Disappointment,Negative
The staff was really incompetent. #update,Anger,Negative
"I can't believe it, I was overcharged for the third time. Absolutely unacceptable!",Anger,Negative
"It hurts so much, our family drifted apart. 😞",Sadness,Negative
This whole thing is just immoral.,Disappointment,Negative
Where is this?,Curiosity,Neutral
it is a empty course,Neutral,Neutral
The concert was a nightmare from start to finish.,Disappointment,Negative
the customer care did not meet my expectations,Disappointment,Negative
Curious to see how the experiment turns out.,Curiosity,Neutral
What a harmonic day.,Joy,Positive
The weekend was scared. #weekend,Fear,Negative
What a wise day.,Joy,Positive
The new hire went above and beyond.,Joy,Positive
We are having lunch at ten thirty. #thoughts,Neutral,Neutral
Sending a huge thank you to the whole team for being there when I needed you.,Gratitude,Positive
The service was careless.,Anger,Negative
"Got the keyboard yesterday, it keeps disconnecting.",Disappointment,Negative
"I feel sick, the food tasted rotten.",Disgust,Negative
I feel so low and nothing brings me joy anymore.,Sadness,Negative
It was fond.,Love,Positive
"Honestly, so good!",Joy,Positive
The latest version adds offline mode and macOS!!,Neutral,Neutral
What a cherished day. #thoughts,Love,Positive
I can't believe how great the journey was!,Joy,Positive
The kids were giggling all evening and my heart is full.,Joy,Positive
"The coffee was lovely, although the steak was useless.",Ambivalence,Neutral
Everything felt pleasing.,Joy,Positive
"Overall, the software was clunky. 😢",Disappointment,Negative
I cherish my niece so much.,Love,Positive
"I nearly vomited, I saw a rat in the restaurant.",Disgust,Negative
He works in the engineering department.,Neutral,Neutral
I felt abhorrent today.,Disappointment,Negative
I found the workshop to be first class.,Joy,Positive
Feeling torn about the trip. #update,Ambivalence,Neutral
The phone was reliable. 👍,Joy,Positive
"Not reliable at all, I expected much better.",Disappointment,Negative
Dreadful hotel and everything was dirty and noisy.,Disappointment,Negative
Update: the coffee machine stopped responding again.,Disappointment,Negative
Simple pleasures: sitting by the fire with a book. I'm perfectly content.,Contentment,Positive
"Can't stop the tears, she left without saying goodbye.",Sadness,Negative
I feel afraid today.,Fear,Negative
who is in charge of the library?,Curiosity,Neutral
that was so destroyed,Disappointment,Negative
The hotel was really comfortable.,Joy,Positive
I've been cleaning the house all afternoon. #daily,Neutral,Neutral
I feel disgusted because of the exam.,Disgust,Negative
That was so vain!,Disappointment,Negative
The old house was sold and I just feel numb.,Sadness,Negative
I bought this drone last week and it exceeded my expectations.,Joy,Positive
Spending another weekend with nobody to call. I feel so alone.,Loneliness,Negative
"I saw a rat in the restaurant, it made me gag.",Disgust,Negative
"Lovely host, she made us feel right at home.",Joy,Positive
"the zipper broke immediately, what a joke",Disappointment,Negative
The keyboard is full of warmth. #update,Joy,Positive
I felt grievous today!!,Sadness,Negative
The soundtrack was not lovely.,Disappointment,Negative
The whole experience couldn't have been better.,Joy,Positive
Feeling content about my exam results.,Contentment,Positive
What an aghast day.,Fear,Negative
I'm content about our move!!,Contentment,Positive
"it's fine. not amazing, not awful. just fine",Ambivalence,Neutral
The class covers biology and space travel.,Neutral,Neutral
The coffee made my day slower.,Disappointment,Negative
I felt insincere today.,Anger,Negative
Lunch at one today,Neutral,Neutral
I thought the manager was absolutely amazing.,Joy,Positive
The trip made my day.,Joy,Positive
I found the book to be overhyped. 👎,Disappointment,Negative
Rage is boiling inside me after that meeting.,Anger,Negative
The latest router made things more enjoyable.,Joy,Positive
Is it open today?,Curiosity,Neutral
Can't express how proud I am that we reached our fundraising goal. ❤️,Pride,Positive
Someone cut in line right in front of me and I'm fuming.,Anger,Negative
I usually take the tram to work.,Neutral,Neutral
I picked up the parcel from the supermarket this morning.,Neutral,Neutral
I'm joyful about the flight.,Joy,Positive
"Got the office chair yesterday, it stopped charging within a week. #update",Disappointment,Negative
The software supports both offline mode and two-factor login.,Neutral,Neutral
I wonder whether the parcel is out for delivery.,Curiosity,Neutral
We have a team call scheduled for Friday morning. #life,Neutral,Neutral
"Support never replied, completely useless.",Disappointment,Negative
The lecture looked light. #update,Neutral,Neutral
This acting made everything better.,Joy,Positive
"Surprisingly, the interview was not useless at all! 😍",Joy,Positive
The app is compatible with two-factor login and Android.,Neutral,Neutral
I'm meeting my manager for brunch on Friday.,Neutral,Neutral
My new kettle is available in two sizes.,Neutral,Neutral
The tour guide made my blood boil.,Anger,Negative
Making plans that nobody joins and nobody cares.,Loneliness,Negative
Falling in love with my best friend all over again.,Love,Positive
"calm and cozy today, drinking hot chocolate under a blanket",Contentment,Positive
"Overall, the apartment was adequate.",Ambivalence,Neutral
The commute will be reviewed next week. #life,Neutral,Neutral
The router was so terrible!,Disappointment,Negative
"support replied instantly, couldn't be happier",Joy,Positive
"I'm over the moon, the hike ended with an incredible view!",Joy,Positive
"Anxiety is through the roof, the wildfire is getting closer to our town.",Fear,Negative
The latest version adds Android and the web.,Neutral,Neutral
It was dignified.,Joy,Positive
"My best friend is the sister I chose, and I cherish her.",Love,Positive
"Thank you all, we won the science fair and I owe it to you.",Gratitude,Positive
"Best day ever, the concert was even better than expected!",Joy,Positive
I bought this tent last week and it was shipped from the local warehouse.,Neutral,Neutral
I'm so proud that I saved enough for my first car!,Pride,Positive
I'm cheerful about the announcement.,Joy,Positive
Not fabulous: the app.,Disappointment,Negative
totally worth it: the concert,Joy,Positive
The gym was really atrocious.,Anger,Negative
Announcement: the exhibition runs until the end of June.,Neutral,Neutral
The event wasted my whole afternoon.,Anger,Negative
I feel scared today.,Fear,Negative
I'm irritated about my presentation!!,Anger,Negative
The book was frustrating but the show was perfect.,Ambivalence,Neutral
I have to pay the electricity bill on Sunday. #today,Neutral,Neutral
Feeling terrified today.,Fear,Negative
"Not great at all, I expected much better.",Disappointment,Negative
I can't believe how first class the delivery driver was! 😍,Joy,Positive
I felt punishing today. #life,Disappointment,Negative
This whole thing is just upsetting.,Disappointment,Negative
Ew. The food tasted rotten. I can't unsee it.,Disgust,Negative
The sequel was a letdown. Not what I hoped for at all.,Disappointment,Negative
"I'm thrilled, I made it to the finals! What's next?",Excitement,Positive
The whole experience was an absolute mess. #today,Disappointment,Negative
"Not satisfying at all, what a shame.",Disappointment,Negative
Best class I've had in years.,Joy,Positive
Definitely moving: the soundtrack. #update,Joy,Positive
we are having brunch at nine in the morning,Neutral,Neutral
The blender I ordered smells terrible.,Disappointment,Negative
It is a tall waiter.,Neutral,Neutral
The battery is full of bugs.,Disappointment,Negative
This customer care made everything better.,Joy,Positive
"Bad food, every dish was bland and cold.",Disappointment,Negative
The salad was upsetting.,Disappointment,Negative
So grateful that the cake turned out perfect.,Gratitude,Positive
The resort here is pathetic.,Anger,Negative
I'm truly thankful because my daughter made the team.,Gratitude,Positive
The merger is a mixed bag for me.,Ambivalence,Neutral
Everything feels empty since we said goodbye at the airport.,Sadness,Negative
The haircut is at nine in the morning tomorrow.,Neutral,Neutral
That was so pathetic! #update,Disappointment,Negative
This whole thing is just overjoyed.,Joy,Positive
the latest documentary made things faster,Joy,Positive
"Thanks, that was very kind",Gratitude,Positive
rubbish today,Disappointment,Negative
"Honestly, who is that?",Curiosity,Neutral
Can't believe how shallow the documentary turned out!!,Disappointment,Negative
The coffee was slow and full of complaints. 👎,Disappointment,Negative
Forever grateful to my teachers for believing in me.,Gratitude,Positive
The staff let everyone down.,Disappointment,Negative
"So down today, I heard she is very ill.",Sadness,Negative
Very happy with the laptop.,Joy,Positive
The team went completely wrong.,Disappointment,Negative
"The sushi is not delicious, sadly.",Disappointment,Negative
"Got the kettle yesterday, it stopped responding again.",Disappointment,Negative
This website was full of laughs.,Joy,Positive
the dessert was undercooked tbh,Disgust,Negative
Highly recommended #daily,Joy,Positive
The soup was delightful.,Joy,Positive
Heads up: the software update includes several bug fixes.,Neutral,Neutral
I bought this mattress last week and it is exactly what I needed. #update,Joy,Positive
"Overall, the website was fast.",Joy,Positive
The teacher went completely wrong.,Disappointment,Negative
"I'm dreading tomorrow's medical results, my stomach is in knots.",Fear,Negative
"not terrible at all, would go again",Joy,Positive
"Not cold, not brilliant. The burger was just okay.",Ambivalence,Neutral
"My heart is pounding, the biopsy results come tomorrow.",Fear,Negative
I'm honestly positive about the new school.,Hope,Positive
The park made my day less reliable. #thoughts,Disappointment,Negative
Can someone explain why we dream? #mood,Curiosity,Neutral
"Overall, the breakfast was typical. #life",Ambivalence,Neutral
Definitely annoying: the camera. 😢,Disappointment,Negative
our novel was fine,Ambivalence,Neutral
The workshop is third and daily.,Neutral,Neutral
The tablet made my day clunkier.,Disappointment,Negative
the ending was dreadful tbh #monday,Disappointment,Negative
"I worked so hard for this and it paid off, we reached our fundraising goal. ❤️",Pride,Positive
It was worthless.,Disappointment,Negative
The interface looked rectangular.,Neutral,Neutral
"Not tasty at all, what a shame.",Disappointment,Negative
The experience was disgraced. #update,Disappointment,Negative
"Not great at all, I wouldn't go back.",Disappointment,Negative
The apartment is full of life.,Joy,Positive
the staff blew me away,Joy,Positive
Everything felt dirty.,Disgust,Negative
How do I get to the bank from the bus stop?,Curiosity,Neutral
"Delivery took three weeks, very disappointed.",Disappointment,Negative
Today I'm blessed.,Gratitude,Positive
I wouldn't call the curry very good.,Disappointment,Negative
I'm honestly optimistic about tomorrow's meeting.,Hope,Positive
I found the cashier to be awful.,Disappointment,Negative
"Not comfortable at all, quite a letdown. #daily",Disappointment,Negative
Praying that the surgery next week turns out fine.,Hope,Positive
Would definitely recommend the software.,Joy,Positive
"According to the schedule, the bridge connects the two districts. #today",Neutral,Neutral
The show here is standard.,Ambivalence,Neutral
"Terrible burger, never again.",Disappointment,Negative
What a sorrowful day.,Sadness,Negative
Can someone tell me about the neighbourhood? #daily,Curiosity,Neutral
The customer care is full of surprises.,Joy,Positive
everything felt amused,Joy,Positive
They are discussing the proposal in the logistics meeting.,Neutral,Neutral
Feeling hopeful about the job application.,Hope,Positive
Everything felt vile.,Disgust,Negative
The software wasn't crisp at all.,Disappointment,Negative
forever grateful to my mentor for everything you did for us,Gratitude,Positive
Today I'm relaxed.,Contentment,Positive
It was gentlest.,Joy,Positive
What a wonderful day! We finally finished the project.,Joy,Positive
That was so immoral!,Disappointment,Negative
can't believe how impolite the receptionist turned out,Anger,Negative
I thought the delivery driver was absolutely terrific.,Joy,Positive
Today I'm excited.,Excitement,Positive
I felt shamed today.,Disappointment,Negative
"Honestly, the campsite was pretty ordinary.",Ambivalence,Neutral
Definitely dreadful: the pizza.,Disappointment,Negative
"Got the water bottle yesterday, it fell apart in a week.",Disappointment,Negative
This software was full of flavour.,Joy,Positive
Thank you to my parents for all your help this year.,Gratitude,Positive
i'm meeting my sister for dinner on saturday,Neutral,Neutral
"I'm livid, someone scratched my car and drove off! #daily",Anger,Negative
absolutely loved it today,Joy,Positive
"Great meal, would buy again!",Joy,Positive
I can't believe how annoying the camera was.,Disappointment,Negative
Completely disappointed by the experience. 😤,Disappointment,Negative
Definitely fine: the album.,Ambivalence,Neutral
i have to renew my passport on thursday,Neutral,Neutral
I can't believe how incredible the pasta was!!!,Joy,Positive
Can't believe how superb the staff turned out. #weekend,Joy,Positive
Proud of myself because I completed the coding bootcamp.,Pride,Positive
really happy with this,Joy,Positive
This whole thing is just mourning.,Sadness,Negative
I'm furious that he lied to my face!,Anger,Negative
The tool is compatible with two-factor login and Linux.,Neutral,Neutral
"I'm over the moon, the cake turned out perfect!",Joy,Positive
"So much joy today, I built the shelf all by myself. #mood",Joy,Positive
My flight lands at ten thirty tomorrow. #news,Neutral,Neutral
i've been cooking all afternoon,Neutral,Neutral
I feel blessed because of the test. #update,Gratitude,Positive
Slow living at its best: sipping tea by the window.,Contentment,Positive
Today I attended two meetings.,Neutral,Neutral
we talked about the hotel room in the meeting,Neutral,Neutral
i asked a friend about the schedule,Neutral,Neutral
"It wasn't worth it, sadly.",Disappointment,Negative
The interface was so terrific!,Joy,Positive
I thought the screen was absolutely glitchy.,Disappointment,Negative
I can't believe how very poor the city centre was.,Disappointment,Negative
He works in the logistics department.,Neutral,Neutral
Feeling really anxious because the exam is tomorrow and I'm not ready.,Fear,Negative
Everything felt shamefaced. 😞,Disappointment,Negative
My heart is so full when I'm with my twin.,Love,Positive
the website was really okay,Ambivalence,Neutral
I can't believe how lovely the city centre was!,Joy,Positive
Can't believe how awful the city centre turned out.,Disappointment,Negative
That was so intellectual!,Joy,Positive
please note that the software update includes several bug fixes,Neutral,Neutral
Bubbling with happiness after that phone call!,Joy,Positive
"Honestly, pretty unhappy.",Disappointment,Negative
"I can't stop crying, we said goodbye at the airport.",Sadness,Negative
The ending will be reviewed next week.,Neutral,Neutral
life is good. we finally finished the project,Joy,Positive
"It wasn't useful, sadly. 😢",Disappointment,Negative
The speaker I ordered broke on the first use.,Disappointment,Negative
The tablet here is impressive.,Joy,Positive
The latest documentary made things slower.,Disappointment,Negative
Simple pleasures: listening to the birds in the park. I'm perfectly content.,Contentment,Positive
Falling in love with my wife all over again.,Love,Positive
"Just me again, sitting at a table for one.",Loneliness,Negative
The acting was light.,Neutral,Neutral
The manager was slow and full of bugs.,Disappointment,Negative
Really worried right now today,Fear,Negative
The coffee was pathetic but the pizza was impressive!!,Ambivalence,Neutral
I can't believe how clunky the camera was.,Disappointment,Negative
"Not dull at all, genuinely enjoyed it.",Joy,Positive
Never again today,Disappointment,Negative
The film was amazing.,Joy,Positive
I took a photo of the book.,Neutral,Neutral
The staff is described in the manual.,Neutral,Neutral
"My heart is racing with excitement, I gave the speech without stumbling.",Excitement,Positive
Can't believe how poor the training turned out.,Disappointment,Negative
"So lonely tonight, making plans that nobody joins.",Loneliness,Negative
I thought the show was absolutely inspiring.,Joy,Positive
"It runs silently, worth every penny.",Joy,Positive
I felt wisest today.,Joy,Positive
I really disliked the phone. #today,Disappointment,Negative
So grateful that my manager praised my work.,Gratitude,Positive
This delivery driver made everything faster!!,Joy,Positive
It was admired.,Joy,Positive
The sushi is located on the second floor.,Neutral,Neutral
"What a proud moment, my sister passed her exams.",Pride,Positive
I can't believe how mouth watering the breakfast was!!!,Joy,Positive
the conference room can hold fifteen people,Neutral,Neutral
The weekend was classy. #monday,Joy,Positive
"So lonely tonight, scrolling through my phone with no one to text.",Loneliness,Negative
I thought the movie was absolutely awesome. 🎉,Joy,Positive
The resort was lovely and full of warmth.,Joy,Positive
That was so disqualified!,Disappointment,Negative
I found the city centre to be awesome.,Joy,Positive
My flight lands at ten thirty tomorrow.,Neutral,Neutral
This speaker does not work as advertised.,Disappointment,Negative
Our beach was fantastic. #daily,Joy,Positive
I'm optimistic about the surgery next week.,Hope,Positive
Back in five minutes.,Neutral,Neutral
What a contemptuous day.,Anger,Negative
"the sushi was superb, although the sandwich was burnt",Ambivalence,Neutral
The novel was really confusing. 😡,Disappointment,Negative
The software was really standard.,Ambivalence,Neutral
"So down today, my friend stopped talking to me.",Sadness,Negative
Our host was a nightmare from start to finish.,Disappointment,Negative
The new schedule is posted on the notice board. #weekend,Neutral,Neutral
I have to go to the dentist tomorrow and I'm shaking with fear.,Fear,Negative
My patience is gone. This injustice makes me furious. 😢,Anger,Negative
The ice cream was alright.,Ambivalence,Neutral
Falling in love with my dog all over again.,Love,Positive
I can't thank my neighbours enough for showing up for me. 🎉,Gratitude,Positive
This delivery driver made everything more frustrating.,Disappointment,Negative
"Writing in my journal by candlelight, feeling completely at peace.",Contentment,Positive
Hopeful that things will improve with the peace talks. #life,Hope,Positive
"Wow, the hike ended with an incredible view! I'm buzzing!",Excitement,Positive
"Honestly, pretty vitriolic!!",Disappointment,Negative
"Great pizza, would buy again!",Joy,Positive
Does anyone know if the city council meets on Monday evening?,Curiosity,Neutral
What an unjust day.,Anger,Negative
it was dismayed,Disappointment,Negative
Everything felt outstanding.,Joy,Positive
Everything felt charming.,Joy,Positive
Easily the best teacher of my life.,Joy,Positive
It was tops.,Joy,Positive
I expected the trip to be lousy but it wasn't. #today,Joy,Positive
i usually take the metro to work,Neutral,Neutral
i took a photo of the gym,Neutral,Neutral
"Honestly, the train station was pretty adequate.",Ambivalence,Neutral
The ending was so useless!,Disappointment,Negative
The city announced new parking rules for the old town. #daily,Neutral,Neutral
What a gratifying day.,Joy,Positive
The film was lousy. 😤,Disappointment,Negative
So hurt about the deadline right now. #update,Sadness,Negative
"the lecture was lousy, though the match was wonderful",Ambivalence,Neutral
"Just so you know, the lecture was moved to another room. #daily",Neutral,Neutral
"The best hotel ever, hands down.",Joy,Positive
"It hurts so much, the summer ended and everyone went home. #daily",Sadness,Negative
The staff here is delightful.,Joy,Positive
Can't believe how dirty the city centre turned out.,Disgust,Negative
Been reading up on what is inside a black hole.,Curiosity,Neutral
I felt shameful today.,Disappointment,Negative
That was so abandoned!,Loneliness,Negative
"I worked so hard for this and it paid off, I paid off my last loan.",Pride,Positive
Honestly the receptionist was not very great.,Disappointment,Negative
